================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=tent, v=1, w=-0.025551877807393417, v*w=-0.025551877807393417
f=heard, v=1, w=-0.03492811188052117, v*w=-0.03492811188052117
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=atent, v=1, w=-0.039047158321378464, v*w=-0.039047158321378464
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=hearda, v=2, w=-0.045542462770432626, v*w=-0.09108492554086525
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=mountains, v=1, w=-0.104394592172459, v*w=-0.104394592172459
f=out, v=1, w=-0.12014475816493099, v*w=-0.12014475816493099
f=Ahiker, v=1, w=-0.16921173468366857, v*w=-0.16921173468366857
f=inthe, v=1, w=-0.19193677933993739, v*w=-0.19193677933993739
f=themountains, v=1, w=-0.22706830156022806, v*w=-0.22706830156022806
f=outof, v=1, w=-0.255022947667822, v*w=-0.255022947667822
f=hiker, v=2, w=-0.1430889239370586, v*w=-0.2861778478741172
f=his, v=1, w=-0.3167251037002287, v*w=-0.3167251037002287
f=high, v=1, w=-0.33942095454142357, v*w=-0.33942095454142357
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
================================================================================
P: Children participating at a party while looking at the one kid in exuberance over the new toy .
H: Children are at a party
label=1, predicted=0, wrong
f=at, v=3, w=0.20611288115700632, v*w=0.618338643471019
f=areat, v=2, w=0.14849177192623778, v*w=0.29698354385247555
f=toy., v=1, w=0.1712773484491817, v*w=0.1712773484491817
f=Children, v=2, w=0.0676413770025839, v*w=0.1352827540051678
f=whilelooking, v=1, w=0.10844823463019793, v*w=0.10844823463019793
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=lookingat, v=1, w=0.08277808221620646, v*w=0.08277808221620646
f=overthe, v=1, w=0.07152052516662731, v*w=0.07152052516662731
f=participating, v=1, w=0.06254430774723234, v*w=0.06254430774723234
f=onekid, v=1, w=0.043298055907454024, v*w=0.043298055907454024
f=looking, v=1, w=0.04034963893140338, v*w=0.04034963893140338
f=kidin, v=1, w=0.035825958813044394, v*w=0.035825958813044394
f=Childrenparticipating, v=1, w=0, v*w=0
f=participatingat, v=1, w=0, v*w=0
f=inexuberance, v=1, w=0, v*w=0
f=exuberanceover, v=1, w=0, v*w=0
f=newtoy, v=1, w=-0.0069523886326128045, v*w=-0.0069523886326128045
f=exuberance, v=1, w=-0.01938083330583326, v*w=-0.01938083330583326
f=aparty, v=3, w=-0.006823559407569994, v*w=-0.02047067822270998
f=while, v=1, w=-0.023261112306160812, v*w=-0.023261112306160812
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=one, v=1, w=-0.027262179135168617, v*w=-0.027262179135168617
f=kid, v=1, w=-0.05974057141602233, v*w=-0.05974057141602233
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=partywhile, v=1, w=-0.06370051105249616, v*w=-0.06370051105249616
f=toy, v=1, w=-0.0819011101385425, v*w=-0.0819011101385425
f=theone, v=1, w=-0.08881698992675745, v*w=-0.08881698992675745
f=Childrenare, v=2, w=-0.044958863222986374, v*w=-0.08991772644597275
f=over, v=1, w=-0.18604385430516576, v*w=-0.18604385430516576
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=atthe, v=1, w=-0.1955033720155987, v*w=-0.1955033720155987
f=thenew, v=1, w=-0.23334951284917343, v*w=-0.23334951284917343
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=new, v=1, w=-0.3596569130184943, v*w=-0.3596569130184943
f=party, v=2, w=-0.2348035125391754, v*w=-0.4696070250783508
f=ata, v=3, w=-0.28606424431022354, v*w=-0.8581927329306707
================================================================================
P: two women in lab coats looking on a image projected on the wall
H: Scientists are interpreting experimental findings .
label=0, predicted=1, wrong
f=womenin, v=1, w=0.4811990690234024, v*w=0.4811990690234024
f=two, v=1, w=0.38297211726441877, v*w=0.38297211726441877
f=twowomen, v=1, w=0.2066675907882483, v*w=0.2066675907882483
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=coats, v=1, w=0.09420721865784283, v*w=0.09420721865784283
f=thewall, v=1, w=0.08643157841957655, v*w=0.08643157841957655
f=on, v=2, w=0.03874305830186252, v*w=0.07748611660372504
f=projectedon, v=1, w=0.04212452596743158, v*w=0.04212452596743158
f=labcoats, v=1, w=0.04198293405150666, v*w=0.04198293405150666
f=looking, v=1, w=0.04034963893140338, v*w=0.04034963893140338
f=women, v=1, w=0.019684532049564066, v*w=0.019684532049564066
f=projected, v=1, w=0.009138660958350229, v*w=0.009138660958350229
f=interpreting, v=1, w=0, v*w=0
f=findings, v=1, w=0, v*w=0
f=inlab, v=1, w=0, v*w=0
f=coatslooking, v=1, w=0, v*w=0
f=aimage, v=1, w=0, v*w=0
f=imageprojected, v=1, w=0, v*w=0
f=Scientistsare, v=2, w=0, v*w=0
f=areinterpreting, v=2, w=0, v*w=0
f=interpretingexperimental, v=2, w=0, v*w=0
f=experimentalfindings, v=2, w=0, v*w=0
f=findings., v=2, w=0, v*w=0
f=onthe, v=1, w=-0.005794763800904109, v*w=-0.005794763800904109
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=experimental, v=1, w=-0.036153232528494075, v*w=-0.036153232528494075
f=Scientists, v=1, w=-0.03700073652209715, v*w=-0.03700073652209715
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=lookingon, v=1, w=-0.06434406683269756, v*w=-0.06434406683269756
f=lab, v=1, w=-0.08395494319714839, v*w=-0.08395494319714839
f=image, v=1, w=-0.09366079596188233, v*w=-0.09366079596188233
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=wall, v=1, w=-0.11434936905751088, v*w=-0.11434936905751088
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
================================================================================
P: A gathering of young African males under a thatched roof .
H: A group of men are under a roof .
label=1, predicted=1, correct
f=areunder, v=2, w=0.1966665248403534, v*w=0.3933330496807068
f=undera, v=3, w=0.0896928139369137, v*w=0.2690784418107411
f=Agroup, v=2, w=0.12604373207623112, v*w=0.25208746415246225
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=menare, v=2, w=0.07391985614253886, v*w=0.14783971228507772
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=gathering, v=1, w=0.11837283148357626, v*w=0.11837283148357626
f=Agathering, v=1, w=0.10556205642365474, v*w=0.10556205642365474
f=aroof, v=2, w=0.03630654324020772, v*w=0.07261308648041544
f=roof, v=2, w=0.03621505707913266, v*w=0.07243011415826532
f=gatheringof, v=1, w=0.05514782684741315, v*w=0.05514782684741315
f=thatched, v=1, w=0.031251405226946506, v*w=0.031251405226946506
f=youngAfrican, v=1, w=0, v*w=0
f=Africanmales, v=1, w=0, v*w=0
f=malesunder, v=1, w=0, v*w=0
f=athatched, v=1, w=0, v*w=0
f=thatchedroof, v=1, w=0, v*w=0
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=males, v=1, w=-0.03790669707166562, v*w=-0.03790669707166562
f=men, v=1, w=-0.05285530959913151, v*w=-0.05285530959913151
f=of, v=2, w=-0.03501471429522005, v*w=-0.0700294285904401
f=under, v=2, w=-0.035314708389015285, v*w=-0.07062941677803057
f=ofyoung, v=1, w=-0.07885643317904466, v*w=-0.07885643317904466
f=African, v=1, w=-0.11380123195403495, v*w=-0.11380123195403495
f=group, v=1, w=-0.13334229092316927, v*w=-0.13334229092316927
f=groupof, v=2, w=-0.084481681878757, v*w=-0.168963363757514
f=young, v=1, w=-0.1701091158958613, v*w=-0.1701091158958613
f=roof., v=3, w=-0.06177367787336635, v*w=-0.18532103362009905
f=ofmen, v=2, w=-0.13632151065561646, v*w=-0.2726430213112329
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
================================================================================
P: A young boy swinging on a swing .
H: A boy swings outside .
label=1, predicted=1, correct
f=outside., v=2, w=0.49258921369273617, v*w=0.9851784273854723
f=boyswings, v=2, w=0.20667275650844905, v*w=0.4133455130168981
f=boy, v=2, w=0.14430464474217822, v*w=0.28860928948435643
f=swing., v=1, w=0.21642858786302796, v*w=0.21642858786302796
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=Ayoung, v=1, w=0.11526415634062383, v*w=0.11526415634062383
f=youngboy, v=1, w=0.10327568750045091, v*w=0.10327568750045091
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=swings, v=1, w=0.013093322211791537, v*w=0.013093322211791537
f=boyswinging, v=1, w=0, v*w=0
f=swingsoutside, v=2, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=swinging, v=1, w=-0.01986285076074438, v*w=-0.01986285076074438
f=Aboy, v=2, w=-0.010809643811468761, v*w=-0.021619287622937522
f=aswing, v=1, w=-0.057238027817420135, v*w=-0.057238027817420135
f=outside, v=1, w=-0.06103809240072443, v*w=-0.06103809240072443
f=swing, v=1, w=-0.1353160215279054, v*w=-0.1353160215279054
f=swingingon, v=1, w=-0.13685954694201108, v*w=-0.13685954694201108
f=young, v=1, w=-0.1701091158958613, v*w=-0.1701091158958613
================================================================================
P: A man with a gray beard and an apron smiles .
H: A man smiling .
label=1, predicted=1, correct
f=Aman, v=3, w=0.3015943159097625, v*w=0.9047829477292875
f=smiling., v=2, w=0.40033368356759824, v*w=0.8006673671351965
f=gray, v=1, w=0.2735417273457409, v*w=0.2735417273457409
f=manwith, v=1, w=0.24155670188870854, v*w=0.24155670188870854
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=smiles, v=1, w=0.1900488370762749, v*w=0.1900488370762749
f=smiles., v=1, w=0.1576011524517153, v*w=0.1576011524517153
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=smiling, v=1, w=0.11985934656674055, v*w=0.11985934656674055
f=graybeard, v=1, w=0.09462602764486396, v*w=0.09462602764486396
f=apron, v=1, w=0.09066438781654232, v*w=0.09066438781654232
f=agray, v=1, w=0.0689050414447041, v*w=0.0689050414447041
f=beard, v=1, w=0.002417943967542013, v*w=0.002417943967542013
f=apronsmiles, v=1, w=0, v*w=0
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=an, v=1, w=-0.02926836810441059, v*w=-0.02926836810441059
f=andan, v=1, w=-0.0401906245299601, v*w=-0.0401906245299601
f=mansmiling, v=2, w=-0.024433285444420926, v*w=-0.04886657088884185
f=anapron, v=1, w=-0.059926948236362076, v*w=-0.059926948236362076
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=beardand, v=1, w=-0.14662819981592276, v*w=-0.14662819981592276
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
================================================================================
P: A lady in a black shirt is standing in a crowd with a rolled up piece of paper in her hands .
H: The lady has a paper in her hands .
label=1, predicted=1, correct
f=herhands, v=3, w=0.3930638569294809, v*w=1.1791915707884428
f=hasa, v=2, w=0.33333119359852026, v*w=0.6666623871970405
f=Thelady, v=2, w=0.21870138182246396, v*w=0.4374027636449279
f=isstanding, v=1, w=0.3998327846858878, v*w=0.3998327846858878
f=has, v=1, w=0.3332030872939976, v*w=0.3332030872939976
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=up, v=1, w=0.20264699032341182, v*w=0.20264699032341182
f=hands., v=3, w=0.059020109528415216, v*w=0.17706032858524565
f=black, v=1, w=0.17528668409609616, v*w=0.17528668409609616
f=ladyhas, v=2, w=0.05429281173474675, v*w=0.1085856234694935
f=blackshirt, v=1, w=0.08824720968093233, v*w=0.08824720968093233
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=crowdwith, v=1, w=0.052931750333691845, v*w=0.052931750333691845
f=Alady, v=1, w=0.04783389920550429, v*w=0.04783389920550429
f=standingin, v=1, w=0.0361650944314327, v*w=0.0361650944314327
f=shirt, v=1, w=0.027588319442865928, v*w=0.027588319442865928
f=piece, v=1, w=0.027001165969540226, v*w=0.027001165969540226
f=pieceof, v=1, w=0.010299564102973124, v*w=0.010299564102973124
f=rolledup, v=1, w=0.0055534794908220185, v*w=0.0055534794908220185
f=arolled, v=1, w=0, v*w=0
f=uppiece, v=1, w=0, v*w=0
f=hands, v=2, w=-0.001708936355135494, v*w=-0.003417872710270988
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=crowd, v=1, w=-0.006253771726401128, v*w=-0.006253771726401128
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=lady, v=2, w=-0.010263857761051102, v*w=-0.020527715522102204
f=standing, v=1, w=-0.020666378043503755, v*w=-0.020666378043503755
f=ladyin, v=1, w=-0.023765290058559294, v*w=-0.023765290058559294
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=ofpaper, v=1, w=-0.039231056599718594, v*w=-0.039231056599718594
f=rolled, v=1, w=-0.043995168764468136, v*w=-0.043995168764468136
f=a, v=4, w=-0.011701712985154124, v*w=-0.0468068519406165
f=ina, v=2, w=-0.02836247441381286, v*w=-0.05672494882762572
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=paperin, v=3, w=-0.029624370658985707, v*w=-0.08887311197695712
f=acrowd, v=1, w=-0.10234430457820987, v*w=-0.10234430457820987
f=ablack, v=1, w=-0.14763326133813656, v*w=-0.14763326133813656
f=shirtis, v=1, w=-0.23139042778993235, v*w=-0.23139042778993235
f=in, v=4, w=-0.06074218361209953, v*w=-0.24296873444839812
f=inher, v=3, w=-0.10335033167135045, v*w=-0.31005099501405137
f=her, v=2, w=-0.17168634507104907, v*w=-0.34337269014209815
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=apaper, v=2, w=-0.34334951297562655, v*w=-0.6866990259512531
f=paper, v=2, w=-0.3486418562050043, v*w=-0.6972837124100086
================================================================================
P: A man in a denim shirt and pants is smoking a cigarette while playing a cello for money .
H: A man in a denim shirt is smoking .
label=1, predicted=0, wrong
f=Aman, v=3, w=0.3015943159097625, v*w=0.9047829477292875
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=smoking., v=2, w=0.09162951927060614, v*w=0.18325903854121228
f=playinga, v=1, w=0.17744323492030048, v*w=0.17744323492030048
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=pants, v=1, w=0.08371371970051189, v*w=0.08371371970051189
f=acigarette, v=1, w=0.05911775296392418, v*w=0.05911775296392418
f=shirt, v=2, w=0.027588319442865928, v*w=0.055176638885731856
f=manin, v=3, w=0.010674032570895168, v*w=0.03202209771268551
f=denimshirt, v=3, w=0, v*w=0
f=cellofor, v=1, w=0, v*w=0
f=cigarettewhile, v=1, w=-0.02248063508948121, v*w=-0.02248063508948121
f=while, v=1, w=-0.023261112306160812, v*w=-0.023261112306160812
f=a, v=4, w=-0.011701712985154124, v*w=-0.0468068519406165
f=cigarette, v=1, w=-0.0498040048070832, v*w=-0.0498040048070832
f=cello, v=1, w=-0.05037686388959453, v*w=-0.05037686388959453
f=playing, v=1, w=-0.07130834249945808, v*w=-0.07130834249945808
f=andpants, v=1, w=-0.07819984535539422, v*w=-0.07819984535539422
f=ina, v=3, w=-0.02836247441381286, v*w=-0.08508742324143859
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=smokinga, v=1, w=-0.1142380640125693, v*w=-0.1142380640125693
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=acello, v=1, w=-0.12301739037924579, v*w=-0.12301739037924579
f=whileplaying, v=1, w=-0.14712864576882084, v*w=-0.14712864576882084
f=shirtand, v=1, w=-0.15648017337783418, v*w=-0.15648017337783418
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=money, v=1, w=-0.16683405900290055, v*w=-0.16683405900290055
f=formoney, v=1, w=-0.16711205342638688, v*w=-0.16711205342638688
f=money., v=1, w=-0.168895962356851, v*w=-0.168895962356851
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
f=pantsis, v=1, w=-0.25534745236111983, v*w=-0.25534745236111983
f=adenim, v=3, w=-0.09320586188421137, v*w=-0.2796175856526341
f=smoking, v=2, w=-0.1647459178365824, v*w=-0.3294918356731648
f=for, v=1, w=-0.4279834947480442, v*w=-0.4279834947480442
f=denim, v=2, w=-0.21805656771070542, v*w=-0.43611313542141084
f=shirtis, v=2, w=-0.23139042778993235, v*w=-0.4627808555798647
f=issmoking, v=3, w=-0.1768767852807348, v*w=-0.5306303558422044
================================================================================
P: Water polo swimmers competing for a loose ball .
H: A group of water polo swimmers swimming together in the pool .
label=1, predicted=0, wrong
f=Agroup, v=2, w=0.12604373207623112, v*w=0.25208746415246225
f=ofwater, v=2, w=0.12309087214415347, v*w=0.24618174428830694
f=polo, v=2, w=0.10996712413810376, v*w=0.21993424827620753
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=thepool, v=2, w=0.09006864553589365, v*w=0.1801372910717873
f=ball, v=1, w=0.15574832994721435, v*w=0.15574832994721435
f=pool, v=1, w=0.12067378418992697, v*w=0.12067378418992697
f=swimmers, v=2, w=0.0500269608556267, v*w=0.1000539217112534
f=together, v=1, w=0.09968712974927456, v*w=0.09968712974927456
f=swimmingtogether, v=2, w=0.035993847095307875, v*w=0.07198769419061575
f=waterpolo, v=2, w=0.03465858786464024, v*w=0.06931717572928048
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=competing, v=1, w=0.05319333426380325, v*w=0.05319333426380325
f=Waterpolo, v=1, w=0, v*w=0
f=poloswimmers, v=3, w=0, v*w=0
f=looseball, v=1, w=0, v*w=0
f=swimmersswimming, v=2, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=swimming, v=1, w=-0.01950653961984773, v*w=-0.01950653961984773
f=Water, v=1, w=-0.021876225024557973, v*w=-0.021876225024557973
f=swimmerscompeting, v=1, w=-0.033243309717355805, v*w=-0.033243309717355805
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=loose, v=1, w=-0.03849623696137454, v*w=-0.03849623696137454
f=aloose, v=1, w=-0.04964270521359728, v*w=-0.04964270521359728
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=pool., v=2, w=-0.049795538822550646, v*w=-0.09959107764510129
f=competingfor, v=1, w=-0.11000276023156919, v*w=-0.11000276023156919
f=group, v=1, w=-0.13334229092316927, v*w=-0.13334229092316927
f=togetherin, v=2, w=-0.06675769404421958, v*w=-0.13351538808843916
f=groupof, v=2, w=-0.084481681878757, v*w=-0.168963363757514
f=water, v=1, w=-0.212601125088848, v*w=-0.212601125088848
f=ball., v=1, w=-0.22007870037541274, v*w=-0.22007870037541274
f=inthe, v=2, w=-0.19193677933993739, v*w=-0.38387355867987477
f=for, v=1, w=-0.4279834947480442, v*w=-0.4279834947480442
f=fora, v=1, w=-0.4559733319589456, v*w=-0.4559733319589456
================================================================================
P: Two little girls ride an inflatable dinghy down a purple water slide .
H: Two girls on a water slide .
label=1, predicted=0, wrong
f=girls, v=2, w=0.16882632764796815, v*w=0.3376526552959363
f=waterslide, v=3, w=0.10805558093016474, v*w=0.3241667427904942
f=inflatable, v=1, w=0.25253698029431226, v*w=0.25253698029431226
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=ride, v=1, w=0.2019894635785785, v*w=0.2019894635785785
f=little, v=1, w=0.1851227003242817, v*w=0.1851227003242817
f=girlson, v=2, w=0.0797047647071396, v*w=0.1594095294142792
f=down, v=1, w=0.1430680845426947, v*w=0.1430680845426947
f=aninflatable, v=1, w=0.13544159550475232, v*w=0.13544159550475232
